ID_cliente,data,produto,valor,porte,codigo_municipio
1e58b09b11de82ca3502f955b00dd8055491ca7dcc25caef0e216e4d4ca3aa3e,2652023,produto_00,31.18,Media,4215802
1e58b09b11de82ca3502f955b00dd8055491ca7dcc25caef0e216e4d4ca3aa3e,2652023,produto_00,31.18,Media,4215802
1e58b09b11de82ca3502f955b00dd8055491ca7dcc25caef0e216e4d4ca3aa3e,2652023,produto_00,31.18,Media,4215802
e09dcf5c2f770f3fdbeb840d622e4b85a4ab9d5f058f85bc55011c01227c310b,762023,produto_01,98.28,Media,4204202
e09dcf5c2f770f3fdbeb840d622e4b85a4ab9d5f058f85bc55011c01227c310b,762023,produto_01,98.28,Media,4204202
a6629cb3e6e9253ed8e5358f0b1145d44517b12ad0c516322915229f33d69278,1692019,produto_00,356.19,Media,4205407
a6629cb3e6e9253ed8e5358f0b1145d44517b12ad0c516322915229f33d69278,1692019,produto_00,356.19,Media,4205407
a6629cb3e6e9253ed8e5358f0b1145d44517b12ad0c516322915229f33d69278,1632023,produto_00,349.39,Media,4205407
a6629cb3e6e9253ed8e5358f0b1145d44517b12ad0c516322915229f33d69278,1632023,produto_00,349.39,Media,4205407
4a536d2cefbcc84c0f184dfcbe27db03cba24f213dacf9ac1eb344656d75275d,1082021,produto_00,177.22,Pequena,4209300
4a536d2cefbcc84c0f184dfcbe27db03cba24f213dacf9ac1eb344656d75275d,1082021,produto_00,177.22,Pequena,4209300
4a536d2cefbcc84c0f184dfcbe27db03cba24f213dacf9ac1eb344656d75275d,1082021,produto_00,177.22,Pequena,4209300
fe693ebbf080d849170c7acdda5a660c4661e84c49227ff070a15566451f4232,2872020,produto_00,53.07,Grande,4216602
fe693ebbf080d849170c7acdda5a660c4661e84c49227ff070a15566451f4232,1192023,produto_00,48.38,Grande,4216602
e115eedf1dd4a42081b77956a1f667d3bdbedd554902ad7190e70ecff726b253,2852020,produto_04,431.6,Grande,4208906
aba2468cf2e6454d1fa745c696d9f68dccc5aee6c97683495e93621ca416c61e,532020,produto_00,195.81,Grande,4202404
aba2468cf2e6454d1fa745c696d9f68dccc5aee6c97683495e93621ca416c61e,532020,produto_00,195.81,Grande,4202404
aba2468cf2e6454d1fa745c696d9f68dccc5aee6c97683495e93621ca416c61e,532020,produto_00,195.81,Grande,4202404
aba2468cf2e6454d1fa745c696d9f68dccc5aee6c97683495e93621ca416c61e,1642020,produto_00,25.35,Grande,4202404
aba2468cf2e6454d1fa745c696d9f68dccc5aee6c97683495e93621ca416c61e,1642020,produto_00,25.35,Grande,4202404
aba2468cf2e6454d1fa745c696d9f68dccc5aee6c97683495e93621ca416c61e,1642020,produto_00,25.35,Grande,4202404
aba2468cf2e6454d1fa745c696d9f68dccc5aee6c97683495e93621ca416c61e,522022,produto_00,30.89,Grande,4202404
aba2468cf2e6454d1fa745c696d9f68dccc5aee6c97683495e93621ca416c61e,522022,produto_00,30.89,Grande,4202404
aba2468cf2e6454d1fa745c696d9f68dccc5aee6c97683495e93621ca416c61e,522022,produto_00,30.89,Grande,4202404
0cc594c56d56fe9cccafdf89869710e58d726e06bdbcd80d9bbd746af7ebe2ba,1052022,produto_05,77.32,Grande,4207700
0cc594c56d56fe9cccafdf89869710e58d726e06bdbcd80d9bbd746af7ebe2ba,1052022,produto_05,77.32,Grande,4207700
46fa58c4e4e3f8aff27bcf704cf6ca2b1c79097b48181c49c6240f22ed1fe824,2072023,produto_08,399.0,Grande,4207577
46fa58c4e4e3f8aff27bcf704cf6ca2b1c79097b48181c49c6240f22ed1fe824,2072023,produto_08,399.0,Grande,4207577
46fa58c4e4e3f8aff27bcf704cf6ca2b1c79097b48181c49c6240f22ed1fe824,2072023,produto_08,399.0,Grande,4207577
9463c46e72a85117516800243cc7906842a62eb0a7c8fdbccd61f9fc8b66cc76,5102020,produto_00,92.24,Media,4209102
9463c46e72a85117516800243cc7906842a62eb0a7c8fdbccd61f9fc8b66cc76,5102020,produto_00,92.24,Media,4209102
7963e0670d5f2d27a69754c2d8d2c5b31364cad231d0f0f451e6159963368fe2,1812020,produto_00,99.9,Grande,4211900
7963e0670d5f2d27a69754c2d8d2c5b31364cad231d0f0f451e6159963368fe2,232023,produto_00,26.9,Grande,4211900
25b1bb5b2414aae3866fd2e11350ba2882c3c0cf70eadebb4d4820c1cb8bf98a,2822020,produto_01,178.5,Grande,4218202
f449c9a693d0a94576a7bb143cb9d12c18978fa9787f9f1fe5884587cc9d827e,1872022,produto_13,59.85,Grande,4207502
2714115428e53177f2f04b0ec49ff772287bc09a3b9c7420c284af30f0e6b1d3,16122020,produto_28,93533.75,Grande,4205407
2714115428e53177f2f04b0ec49ff772287bc09a3b9c7420c284af30f0e6b1d3,2612022,produto_28,10191.08,Grande,4205407
2714115428e53177f2f04b0ec49ff772287bc09a3b9c7420c284af30f0e6b1d3,2192022,produto_00,818.8199999999999,Grande,4205407
d4305382d694a484370888a5bd12157d8f612764b512e93f5caf5ff0e45a4b66,2432020,produto_00,93.36,Grande,4216602
d4305382d694a484370888a5bd12157d8f612764b512e93f5caf5ff0e45a4b66,2062021,produto_00,37.78,Grande,4216602
d4305382d694a484370888a5bd12157d8f612764b512e93f5caf5ff0e45a4b66,612022,produto_00,179.70999999999998,Grande,4216602
213e25a154d5125a23fd76c313af2ba3735e00dbb5238a1db3017ace9af5c6cd,13112019,produto_00,29.529999999999998,Grande,4209300
213e25a154d5125a23fd76c313af2ba3735e00dbb5238a1db3017ace9af5c6cd,1872019,produto_00,174.99,Grande,4209300
213e25a154d5125a23fd76c313af2ba3735e00dbb5238a1db3017ace9af5c6cd,732023,produto_00,49.52,Grande,4209300
213e25a154d5125a23fd76c313af2ba3735e00dbb5238a1db3017ace9af5c6cd,2282023,produto_00,94.39,Grande,4209300
15062450682a264169a05fcfc42413b90a013f63805e67264b02a338d0d47fd8,16102022,produto_00,561.31,Grande,4215000
45d846f4858103ea0e7c0a92103f37261b38e072566ad8b008e525e21ff2ddee,1472021,produto_00,52.99,Grande,4215802
45d846f4858103ea0e7c0a92103f37261b38e072566ad8b008e525e21ff2ddee,5102022,produto_38,123.6,Grande,4215802
fb8a63632916037b7316c0b4ac874706298b12ac9505deef8a67402b404e6e0e,492020,produto_00,17.28,Grande,4209102
fb8a63632916037b7316c0b4ac874706298b12ac9505deef8a67402b404e6e0e,912020,produto_00,29.17,Grande,4209102
fb8a63632916037b7316c0b4ac874706298b12ac9505deef8a67402b404e6e0e,1262023,produto_00,44.879999999999995,Grande,4209102
995e2365ee6eccf9e17159d8051615d2e8e21410ae16ed1bc6d4c5bb86880e80,1102019,produto_00,69.68,Grande,4215802
995e2365ee6eccf9e17159d8051615d2e8e21410ae16ed1bc6d4c5bb86880e80,2332020,produto_38,436.36,Grande,4215802
995e2365ee6eccf9e17159d8051615d2e8e21410ae16ed1bc6d4c5bb86880e80,442020,produto_00,101.66,Grande,4215802
995e2365ee6eccf9e17159d8051615d2e8e21410ae16ed1bc6d4c5bb86880e80,2442020,produto_00,7.9,Grande,4215802
995e2365ee6eccf9e17159d8051615d2e8e21410ae16ed1bc6d4c5bb86880e80,1842020,produto_00,158.14000000000001,Grande,4215802
995e2365ee6eccf9e17159d8051615d2e8e21410ae16ed1bc6d4c5bb86880e80,2062020,produto_00,170.8,Grande,4215802
995e2365ee6eccf9e17159d8051615d2e8e21410ae16ed1bc6d4c5bb86880e80,2972021,produto_00,9.9,Grande,4215802
995e2365ee6eccf9e17159d8051615d2e8e21410ae16ed1bc6d4c5bb86880e80,1332023,produto_00,119.29,Grande,4215802
995e2365ee6eccf9e17159d8051615d2e8e21410ae16ed1bc6d4c5bb86880e80,2472023,produto_00,34.28,Grande,4215802
7ee1122535548cf66c8950249c64bc84049f51038632f722da048e4752818a7b,542019,produto_00,33.97,Grande,4209102
7ee1122535548cf66c8950249c64bc84049f51038632f722da048e4752818a7b,1952021,produto_00,189.86,Grande,4209102
7ee1122535548cf66c8950249c64bc84049f51038632f722da048e4752818a7b,28102021,produto_00,84.9,Grande,4209102
7ee1122535548cf66c8950249c64bc84049f51038632f722da048e4752818a7b,1772023,produto_00,184.64,Grande,4209102
9120e4965641971835ba2d991bf8b7bf275a5846c157aefcf1687ba3e83ef3ff,8112021,produto_00,204.79,Grande,4218301
9120e4965641971835ba2d991bf8b7bf275a5846c157aefcf1687ba3e83ef3ff,1792022,produto_00,126.72,Grande,4218301
9120e4965641971835ba2d991bf8b7bf275a5846c157aefcf1687ba3e83ef3ff,18102022,produto_00,109.37,Grande,4218301
1a311c76df577dcdc51f4a54506f10f77f0e1cdb27b27f24afcee146517c8790,11112019,produto_00,122.23,Grande,4207502
1a311c76df577dcdc51f4a54506f10f77f0e1cdb27b27f24afcee146517c8790,232021,produto_00,43.89,Grande,4207502
a6e28b1ead091230bb471eb4af72867f808ac050e736456a33705aac7dc924c1,1272019,produto_00,185.01999999999998,Grande,4204806
a6e28b1ead091230bb471eb4af72867f808ac050e736456a33705aac7dc924c1,22112019,produto_00,96.61000000000001,Grande,4204806
234446939eb2dd3ecc9a36c6b92cd2a33d65e3143d359dd803355ce5d1c4b557,15102022,produto_00,50.26,Grande,4204202
ae0c17aee0e1ff3d0a17a33a7c01b1d1c72f8c8ac1fb939a87af9228bdf4a28f,5102020,produto_01,2578.5,Grande,4106902
949a5c908f9e6769eea677999c0fa9fa436eaaa8eb7a07eae3e5fef1e59785c0,1182023,produto_00,88.92,Media,4209003
949a5c908f9e6769eea677999c0fa9fa436eaaa8eb7a07eae3e5fef1e59785c0,1182023,produto_00,88.92,Media,4209003
5dbc3e5a03f36b6d30913e869334d4174534db1f3dcb8b75f8e67acacb60259e,1282019,produto_00,255.32,Grande,4204202
5dbc3e5a03f36b6d30913e869334d4174534db1f3dcb8b75f8e67acacb60259e,1282019,produto_00,255.32,Grande,4204202
5dbc3e5a03f36b6d30913e869334d4174534db1f3dcb8b75f8e67acacb60259e,2372020,produto_00,239.01000000000002,Grande,4204202
5dbc3e5a03f36b6d30913e869334d4174534db1f3dcb8b75f8e67acacb60259e,2372020,produto_00,239.01000000000002,Grande,4204202
5dbc3e5a03f36b6d30913e869334d4174534db1f3dcb8b75f8e67acacb60259e,422020,produto_00,55.2,Grande,4204202
5dbc3e5a03f36b6d30913e869334d4174534db1f3dcb8b75f8e67acacb60259e,422020,produto_00,55.2,Grande,4204202
5dbc3e5a03f36b6d30913e869334d4174534db1f3dcb8b75f8e67acacb60259e,572023,produto_00,65.21,Grande,4204202
5dbc3e5a03f36b6d30913e869334d4174534db1f3dcb8b75f8e67acacb60259e,572023,produto_00,65.21,Grande,4204202
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
6b5d69e8c0b04812d4c44c83455d3814d860a15508a349ad5516cbf8db1d5772,1332023,produto_00,103.08,Grande,4208906
9c5b7161388e9ea27470f5987bfd22c3c9bcdc13cde9e93389eae8de26a7d542,19122022,produto_19,177.0,Media,4204301
9c5b7161388e9ea27470f5987bfd22c3c9bcdc13cde9e93389eae8de26a7d542,19122022,produto_19,177.0,Media,4204301
9c5b7161388e9ea27470f5987bfd22c3c9bcdc13cde9e93389eae8de26a7d542,19122022,produto_19,177.0,Media,4204301
9c5b7161388e9ea27470f5987bfd22c3c9bcdc13cde9e93389eae8de26a7d542,19122022,produto_19,177.0,Media,4204301
9c5b7161388e9ea27470f5987bfd22c3c9bcdc13cde9e93389eae8de26a7d542,19122022,produto_19,177.0,Media,4204301
d28785bdfdb2c7e8618a2de45053d7d09512825ca1342da93b75bf49a35beea5,2772020,produto_00,188.79,Grande,4202404
c7885225d2c6db499cf805438cc091d506762f32f0b6aa54608039b247fe3a77,2252020,produto_00,5.99,Grande,4205407
f20c2261e6067c413116b77157af6713d0f9c07f66dece3971c1c92d68c87cac,5112022,produto_00,68.89,Media,4208906
f20c2261e6067c413116b77157af6713d0f9c07f66dece3971c1c92d68c87cac,5112022,produto_00,68.89,Media,4208906
f20c2261e6067c413116b77157af6713d0f9c07f66dece3971c1c92d68c87cac,5112022,produto_00,68.89,Media,4208906
f20c2261e6067c413116b77157af6713d0f9c07f66dece3971c1c92d68c87cac,5112022,produto_00,68.89,Media,4208906
f20c2261e6067c413116b77157af6713d0f9c07f66dece3971c1c92d68c87cac,5112022,produto_00,68.89,Media,4208906
f20c2261e6067c413116b77157af6713d0f9c07f66dece3971c1c92d68c87cac,5112022,produto_00,68.89,Media,4208906
f20c2261e6067c413116b77157af6713d0f9c07f66dece3971c1c92d68c87cac,5112022,produto_00,68.89,Media,4208906
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,2262020,produto_07,139.0,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,2262020,produto_07,139.0,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,2052020,produto_24,16.5,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,2052020,produto_24,16.5,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,16122021,produto_00,41.89,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,16122021,produto_00,41.89,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,2452022,produto_00,34.96,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,2452022,produto_00,34.96,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,842023,produto_00,161.11,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,842023,produto_00,161.11,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,2812023,produto_00,266.89,Media,4215802
cd19abf69c19dee422b5d8e99a151d05209e863ff44f522f2545ac1c2e98db65,2812023,produto_00,266.89,Media,4215802
0dc44b6c603520104371e4d8441339637a3bab101e2a9dbd61d49f814a012201,31122019,produto_00,40.83,Grande,4210100
0dc44b6c603520104371e4d8441339637a3bab101e2a9dbd61d49f814a012201,31122019,produto_00,40.83,Grande,4210100
0dc44b6c603520104371e4d8441339637a3bab101e2a9dbd61d49f814a012201,31122019,produto_00,40.83,Grande,4210100
0dc44b6c603520104371e4d8441339637a3bab101e2a9dbd61d49f814a012201,31122019,produto_00,40.83,Grande,4210100
0dc44b6c603520104371e4d8441339637a3bab101e2a9dbd61d49f814a012201,31122019,produto_00,40.83,Grande,4210100
0dc44b6c603520104371e4d8441339637a3bab101e2a9dbd61d49f814a012201,21122022,produto_00,92.0,Grande,4210100
0dc44b6c603520104371e4d8441339637a3bab101e2a9dbd61d49f814a012201,21122022,produto_00,92.0,Grande,4210100
0dc44b6c603520104371e4d8441339637a3bab101e2a9dbd61d49f814a012201,21122022,produto_00,92.0,Grande,4210100
0dc44b6c603520104371e4d8441339637a3bab101e2a9dbd61d49f814a012201,21122022,produto_00,92.0,Grande,4210100
0dc44b6c603520104371e4d8441339637a3bab101e2a9dbd61d49f814a012201,21122022,produto_00,92.0,Grande,4210100
8934373379ecd1f457627309d11e210bd5ef1c3dfa9491a7f599236ddbddf094,3042020,produto_00,143.14,Grande,4206504
8934373379ecd1f457627309d11e210bd5ef1c3dfa9491a7f599236ddbddf094,3042020,produto_00,143.14,Grande,4206504
8934373379ecd1f457627309d11e210bd5ef1c3dfa9491a7f599236ddbddf094,3042020,produto_00,143.14,Grande,4206504
8934373379ecd1f457627309d11e210bd5ef1c3dfa9491a7f599236ddbddf094,1972023,produto_00,79.7,Grande,4206504
8934373379ecd1f457627309d11e210bd5ef1c3dfa9491a7f599236ddbddf094,1972023,produto_00,79.7,Grande,4206504
8934373379ecd1f457627309d11e210bd5ef1c3dfa9491a7f599236ddbddf094,1972023,produto_00,79.7,Grande,4206504
d727834ff4b59c00f183e6d3aac37c65de4cd36255d5f32fa463b20ee2b8d9e9,16102021,produto_00,92.2,Media,4215000
d727834ff4b59c00f183e6d3aac37c65de4cd36255d5f32fa463b20ee2b8d9e9,1032021,produto_00,82.34,Media,4215000
c68805ff720e99a114a8a367b0365b7831e1db15a45d42f91aaa00e6c8b9f32b,2342020,produto_00,9.46,Pequena,4202404
c68805ff720e99a114a8a367b0365b7831e1db15a45d42f91aaa00e6c8b9f32b,2342020,produto_00,9.46,Pequena,4202404
c68805ff720e99a114a8a367b0365b7831e1db15a45d42f91aaa00e6c8b9f32b,1522021,produto_00,248.07,Pequena,4202404
c68805ff720e99a114a8a367b0365b7831e1db15a45d42f91aaa00e6c8b9f32b,1522021,produto_00,248.07,Pequena,4202404
797d7daba21768521598dd342941b3436625fbf9a52c4e0272894b5dc64c5678,422019,produto_00,120.06,Media,4202909
797d7daba21768521598dd342941b3436625fbf9a52c4e0272894b5dc64c5678,422019,produto_00,120.06,Media,4202909
797d7daba21768521598dd342941b3436625fbf9a52c4e0272894b5dc64c5678,412021,produto_00,23.67,Media,4202909
797d7daba21768521598dd342941b3436625fbf9a52c4e0272894b5dc64c5678,412021,produto_00,23.67,Media,4202909
797d7daba21768521598dd342941b3436625fbf9a52c4e0272894b5dc64c5678,2512022,produto_00,381.07,Media,4202909
797d7daba21768521598dd342941b3436625fbf9a52c4e0272894b5dc64c5678,2512022,produto_00,381.07,Media,4202909
a7feb48439e52e8720eca5ac1263749fe38356a70881765c364c2c4877be2178,1462023,produto_06,384.4,Grande,4202305
a7feb48439e52e8720eca5ac1263749fe38356a70881765c364c2c4877be2178,1462023,produto_06,384.4,Grande,4202305
5facdacf1a3aeb9532921c9ec54e86d140bfb997f0b5b31e6e287b8b4e60e752,1832020,produto_00,85.78,Media,4209300
5facdacf1a3aeb9532921c9ec54e86d140bfb997f0b5b31e6e287b8b4e60e752,192020,produto_00,56.35,Media,4209300
5d12419c8d72db8d16fd4f98342678df3cc677135d37feba81d0dcfd85021e29,9122020,produto_00,99.0,Media,4209102
5d12419c8d72db8d16fd4f98342678df3cc677135d37feba81d0dcfd85021e29,9122020,produto_00,99.0,Media,4209102
7d5b1720662bdc498724ee6ac61841e13e021e93b2e87b9004a4fb0efa67118e,1812020,produto_00,6.49,Pequena,4206900
7d5b1720662bdc498724ee6ac61841e13e021e93b2e87b9004a4fb0efa67118e,1812020,produto_00,6.49,Pequena,4206900
37639cf126f20d4f27d95c713ec5d16fc1b68973e6a82e4bbf50ffa572b89d3a,2222022,produto_05,173.36,Media,4215802
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,2632019,produto_07,147.0,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,2632019,produto_07,147.0,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,2632019,produto_07,147.0,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,392019,produto_00,275.5,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,392019,produto_00,275.5,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,392019,produto_00,275.5,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,2112019,produto_02,69.6,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,2112019,produto_02,69.6,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,2112019,produto_02,69.6,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,252020,produto_00,19.9,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,252020,produto_00,19.9,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,252020,produto_00,19.9,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,1492020,produto_00,41.76,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,1492020,produto_00,41.76,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,1492020,produto_00,41.76,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,12122020,produto_00,45.42,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,12122020,produto_00,45.42,Grande,4215000
00b356d161a7a65b3617a4536c282b463b25d88bf60d399a2e3cccc6ba08aa26,12122020,produto_00,45.42,Grande,4215000
